 WORKFLOW_ENTRY_ID |     WORKFLOW_DATE      | GROUP | INSTANCE_ID | WORKFLOW_ITEM_ID 
              3130 | 2020-07-16 06:59:30+00 |     1 |        1021 |               72
              3137 | 2021-07-01 07:02:11+00 |     1 |         562 |               71
              3138 | 2020-07-16 07:02:11+00 |     1 |         562 |               72
              3165 | 2021-07-21 15:41:03+00 |     1 |        1050 |               71
              3203 | 2021-07-28 05:41:46+00 |     1 |        1347 |               71
              3071 | 2022-07-08 09:02:17+00 |     1 |        1174 |               71
              3072 | 2020-07-10 09:02:17+00 |     1 |        1174 |               72
              3134 | 2022-06-05 07:24:34+00 |     1 |         762 |               71
              3135 | 2020-07-16 07:24:34+00 |     1 |         762 |               72
              3204 | 2020-07-29 05:41:46+00 |     1 |        1347 |               61
              3235 | 2021-06-15 06:31:43+00 |     1 |         496 |               71
              3236 | 2020-06-18 06:31:43+00 |     1 |         496 |               72
              3212 | 2021-07-22 12:33:33+00 |     1 |        1144 |               71
              3213 | 2020-07-29 12:33:33+00 |     1 |        1144 |               72
              3249 | 2020-08-05 14:07:32+00 |     1 |         483 |               61
              3320 | 2021-06-15 10:19:21+00 |     1 |        1086 |               71
              3321 | 2020-08-19 10:19:21+00 |     1 |        1086 |               72
              3323 | 2022-05-25 07:40:19+00 |     1 |        1063 |               71
              3324 | 2020-05-28 07:40:20+00 |     1 |        1063 |               72
              2949 | 2020-07-02 12:47:20+00 |     1 |        1145 |               72
              3349 | 2021-08-11 11:42:43+00 |     1 |        1461 |               71
              3350 | 2020-08-17 11:42:43+00 |     1 |        1461 |               72
              3380 | 2020-08-20 10:34:33+00 |     1 |        1229 |               72
              3360 | 2020-08-24 10:48:53+00 |     1 |         668 |               72
              3379 | 2022-08-10 10:34:33+00 |     1 |        1229 |               71
              3343 | 2022-08-17 10:22:14+00 |     1 |        1440 |               71
              3344 | 2020-08-18 10:22:14+00 |     1 |        1440 |               72
              3478 | 2022-08-31 14:09:54+00 |     1 |        1449 |               71
              3479 | 2020-09-02 14:09:54+00 |     1 |        1449 |               72
              3489 | 2021-08-31 06:15:47+00 |     1 |        1327 |               71
              3490 | 2020-09-02 06:15:47+00 |     1 |        1327 |               72
              3497 | 2021-09-01 06:29:49+00 |     1 |        1474 |               71
              3498 | 2020-09-03 06:29:49+00 |     1 |        1474 |               72
              3499 | 2019-11-25 07:33:29+00 |     1 |         222 |               61
              3501 | 2019-10-15 06:36:30+00 |     1 |         454 |               61
              3503 | 2020-08-19 06:38:14+00 |     1 |         475 |               61
              3505 | 2020-08-19 06:39:22+00 |     1 |        1342 |               61
              3507 | 2020-08-19 06:43:04+00 |     1 |        1317 |               61
              3518 | 2021-08-31 10:42:28+00 |     1 |        1351 |               71
              3519 | 2020-09-03 10:42:28+00 |     1 |        1351 |               72
              3531 | 2021-09-02 06:34:40+00 |     1 |        1460 |               71
              3532 | 2020-09-04 06:34:40+00 |     1 |        1460 |               72
              3534 | 2021-09-02 06:36:28+00 |     1 |        1319 |               71
              3535 | 2020-09-04 06:36:28+00 |     1 |        1319 |               72
              3537 | 2021-08-19 06:38:48+00 |     1 |        1306 |               71
              3538 | 2020-08-21 06:38:48+00 |     1 |        1306 |               72
              3549 | 2021-09-01 13:42:38+00 |     1 |        1139 |               71
              3550 | 2020-09-03 13:42:38+00 |     1 |        1139 |               72
              3552 | 2021-09-03 13:59:00+00 |     1 |        1445 |               71
              3553 | 2020-09-04 13:59:00+00 |     1 |        1445 |               72
              3562 | 2021-08-31 14:25:24+00 |     1 |        1334 |               71
              3564 | 2020-09-04 14:25:24+00 |     1 |        1334 |               72
              3575 | 2021-08-31 09:16:00+00 |     1 |        1127 |               71
              3576 | 2020-09-07 09:16:00+00 |     1 |        1127 |               72
              3560 | 2020-09-04 09:37:49+00 |     1 |        1209 |               72
              3559 | 2022-08-31 09:37:49+00 |     1 |        1209 |               71
              3555 | 2021-09-01 14:40:04+00 |     1 |        1354 |               71
              3545 | 2021-08-31 13:20:00+00 |     1 |        1136 |               71
              3546 | 2020-09-04 13:20:00+00 |     1 |        1136 |               72
              3486 | 2020-09-02 09:18:04+00 |     1 |        1341 |               72
              3510 | 2022-08-31 06:37:16+00 |     1 |        1203 |               71
              3511 | 2020-09-03 06:37:16+00 |     1 |        1203 |               72
              3482 | 2022-08-31 10:40:06+00 |     1 |        1180 |               71
              3527 | 2022-09-02 11:53:22+00 |     1 |        1433 |               71
              3528 | 2020-09-04 11:53:22+00 |     1 |        1433 |               72
              3618 | 2021-08-12 15:17:58+00 |     1 |        1384 |               71
              3619 | 2020-09-02 15:17:58+00 |     1 |        1384 |               72
              3613 | 2021-07-21 14:39:53+00 |     1 |        1208 |               71
              3614 | 2020-07-27 14:39:53+00 |     1 |        1208 |               72
              3694 | 2021-09-22 08:57:04+00 |     1 |        1556 |               71
              3695 | 2020-09-22 08:57:04+00 |     1 |        1556 |               72
              3710 | 2021-09-21 15:16:01+00 |     1 |        1400 |               71
              3711 | 2020-09-22 15:16:01+00 |     1 |        1400 |               72
              3718 | 2021-09-17 13:34:52+00 |     1 |        1479 |               71
              3719 | 2020-09-23 13:34:52+00 |     1 |        1479 |               72
              3731 | 2021-09-23 07:17:58+00 |     1 |        1542 |               71
              3732 | 2020-09-25 07:17:58+00 |     1 |        1542 |               72
              3734 | 2021-09-23 07:20:08+00 |     1 |        1288 |               71
              3735 | 2020-09-25 07:20:09+00 |     1 |        1288 |               72
              3737 | 2021-09-23 07:22:22+00 |     1 |        1553 |               71
              3738 | 2020-09-25 07:22:22+00 |     1 |        1553 |               72
              3740 | 2021-09-23 07:24:31+00 |     1 |        1414 |               71
              3741 | 2020-09-25 07:24:31+00 |     1 |        1414 |               72
              3746 | 2021-09-23 07:28:16+00 |     1 |        1386 |               71
              3747 | 2020-09-25 07:28:16+00 |     1 |        1386 |               72
              3743 | 2021-09-23 11:38:32+00 |     1 |        1323 |               71
              3744 | 2020-09-25 11:38:32+00 |     1 |        1323 |               72
              3728 | 2021-09-23 09:31:50+00 |     1 |        1558 |               71
              3729 | 2020-09-25 09:31:50+00 |     1 |        1558 |               72
              3707 | 2022-09-21 14:14:12+00 |     1 |        1207 |               71
              3708 | 2020-09-23 14:14:12+00 |     1 |        1207 |               72
              3657 | 2022-09-16 13:56:40+00 |     1 |        1524 |               71
              3658 | 2020-09-16 13:56:40+00 |     1 |        1524 |               72
              3704 | 2020-09-22 08:56:40+00 |     1 |         867 |               72
              3796 | 2021-07-24 15:04:11+00 |     1 |        1397 |               71
              3797 | 2020-07-24 15:04:11+00 |     1 |        1397 |               72
              3830 | 2021-10-06 13:54:42+00 |     1 |        1219 |               71
              3831 | 2020-10-14 13:54:42+00 |     1 |        1219 |               72
              3784 | 2021-10-02 06:20:40+00 |     1 |        1654 |               71
              3785 | 2020-10-02 06:20:40+00 |     1 |        1654 |               72
              3825 | 2021-10-06 12:15:04+00 |     1 |        1568 |               71
              3826 | 2020-10-09 12:15:04+00 |     1 |        1568 |               72
              3833 | 2021-10-06 14:32:12+00 |     1 |        1471 |               71
              3834 | 2020-10-09 14:32:12+00 |     1 |        1471 |               72
              3842 | 2020-10-12 08:49:24+00 |     1 |        1545 |               61
              3895 | 2021-10-12 06:15:36+00 |     1 |         978 |               71
              3896 | 2020-10-16 06:15:36+00 |     1 |         978 |               72
              3932 | 2021-10-14 09:18:16+00 |     1 |        1576 |               71
              3933 | 2020-10-16 09:18:16+00 |     1 |        1576 |               72
              3926 | 2022-10-14 13:34:00+00 |     1 |        1030 |               71
              3927 | 2020-10-16 13:34:00+00 |     1 |        1030 |               72
              3899 | 2021-10-12 12:55:28+00 |     1 |        1339 |               71
              3900 | 2020-10-15 12:55:28+00 |     1 |        1339 |               72
              3912 | 2021-10-13 07:07:54+00 |     1 |        1549 |               71
              3913 | 2020-10-16 07:07:54+00 |     1 |        1549 |               72
              3923 | 2021-10-14 09:01:15+00 |     1 |        1454 |               71
              3924 | 2020-10-16 09:01:15+00 |     1 |        1454 |               72
              3942 | 2020-08-13 17:14:58+00 |     1 |        1133 |               72
              3977 | 2020-10-21 07:17:20+00 |     1 |          82 |               61
              3982 | 2020-10-21 07:20:11+00 |     1 |         228 |               61
              3983 | 2020-10-21 07:20:59+00 |     1 |         310 |               61
              3984 | 2020-10-21 07:21:16+00 |     1 |         300 |               61
               553 | 2019-08-13 07:21:37+00 |     1 |         264 |               72
              3985 | 2020-10-21 07:21:37+00 |     1 |         264 |               61
              3902 | 2022-10-12 07:34:06+00 |     1 |        1485 |               71
              3945 | 2022-10-14 08:16:24+00 |     1 |        1186 |               71
              3929 | 2022-10-14 09:02:35+00 |     1 |        1436 |               71
              3930 | 2020-10-16 09:02:35+00 |     1 |        1436 |               72
              3903 | 2020-10-15 07:34:06+00 |     1 |        1485 |               72
              3986 | 2020-10-21 07:21:57+00 |     1 |         242 |               61
              3988 | 2020-10-21 07:22:57+00 |     1 |          15 |               61
              3990 | 2020-10-21 07:23:31+00 |     1 |         489 |               61
              3993 | 2021-06-29 10:03:02+00 |     1 |         743 |               71
              3994 | 2020-07-02 10:03:02+00 |     1 |         743 |               72
              4008 | 2020-10-23 07:28:35+00 |     1 |         702 |               61
              4033 | 2021-10-26 08:19:23+00 |     1 |         175 |               71
              4034 | 2020-10-27 09:19:23+00 |     1 |         175 |               72
              3359 | 2022-04-20 10:48:53+00 |     1 |         668 |               71
              4004 | 2020-10-23 07:06:02+00 |     1 |        1109 |               61
              4014 | 2020-10-23 11:59:12+00 |     1 |         107 |               61
              4018 | 2020-10-23 12:53:33+00 |     1 |         463 |               61
              4064 | 2021-10-28 09:07:58+00 |     1 |        1453 |               71
              4065 | 2020-10-30 10:07:58+00 |     1 |        1453 |               72
              4097 | 2021-11-03 07:29:14+00 |     1 |        1501 |               71
              4098 | 2020-11-05 07:29:14+00 |     1 |        1501 |               72
              4110 | 2021-11-03 14:48:32+00 |     1 |        1278 |               71
              4111 | 2020-11-06 14:48:32+00 |     1 |        1278 |               72
              4113 | 2021-11-03 14:54:29+00 |     1 |        1596 |               71
              4114 | 2020-11-06 14:54:29+00 |     1 |        1596 |               72
              4116 | 2021-11-03 15:01:10+00 |     1 |        1707 |               71
              4117 | 2020-11-06 15:01:10+00 |     1 |        1707 |               72
              4119 | 2021-11-03 15:05:03+00 |     1 |        1527 |               71
              4120 | 2020-11-06 15:05:03+00 |     1 |        1527 |               72
              4124 | 2021-11-05 09:15:22+00 |     1 |        1671 |               71
              4125 | 2020-11-10 09:15:22+00 |     1 |        1671 |               72
              4061 | 2022-10-28 08:39:33+00 |     1 |        1571 |               71
              4148 | 2021-11-11 07:23:53+00 |     1 |        1699 |               71
              4149 | 2020-11-13 07:23:53+00 |     1 |        1699 |               72
              4058 | 2022-10-28 06:29:17+00 |     1 |        1141 |               71
              4059 | 2020-10-30 07:29:17+00 |     1 |        1141 |               72
              4155 | 2021-11-11 08:09:18+00 |     1 |        1171 |               71
              4156 | 2020-11-13 08:09:18+00 |     1 |        1171 |               72
              4168 | 2020-11-13 15:00:39+00 |     1 |         990 |               61
              4151 | 2022-11-11 07:30:56+00 |     1 |        1532 |               71
              4152 | 2020-11-13 07:30:56+00 |     1 |        1532 |               72
              4170 | 2020-11-13 15:11:54+00 |     1 |         294 |               61
              4173 | 2020-11-13 15:31:26+00 |     1 |         166 |               61
              3556 | 2020-09-04 14:40:04+00 |     1 |        1354 |               72
              4175 | 2020-11-13 15:40:04+00 |     1 |        1354 |               61
              4177 | 2020-11-13 15:53:16+00 |     1 |         859 |               61
              4179 | 2020-11-13 16:06:47+00 |     1 |         972 |               61
              4181 | 2020-11-13 16:14:45+00 |     1 |         326 |               61
              4184 | 2020-11-13 16:39:52+00 |     1 |         113 |               61
              4282 | 2020-11-25 14:46:17+00 |     1 |         479 |               61
              1951 | 2020-03-13 16:46:12+00 |     1 |         787 |               72
              4209 | 2021-11-16 07:28:35+00 |     1 |        1486 |               71
              4210 | 2020-11-18 07:28:35+00 |     1 |        1486 |               72
              4216 | 2022-10-12 08:55:03+00 |     1 |        1563 |               71
              4217 | 2020-10-15 08:55:03+00 |     1 |        1563 |               72
              4285 | 2020-11-25 14:55:10+00 |     1 |        1088 |               61
              4279 | 2020-11-12 14:46:17+00 |     1 |         479 |               71
              4280 | 2020-11-27 14:46:17+00 |     1 |         479 |               72
              4383 | 2021-11-12 11:00:37+00 |     1 |        1566 |               71
              4384 | 2020-12-04 11:00:37+00 |     1 |        1566 |               72
              4397 | 2021-09-09 07:41:30+00 |     1 |         381 |               71
              4398 | 2019-09-13 07:41:30+00 |     1 |         381 |               72
              4332 | 2021-12-02 07:01:17+00 |     1 |        1845 |               71
              4379 | 2021-11-12 10:58:58+00 |     1 |        1529 |               71
              4380 | 2020-12-05 10:58:58+00 |     1 |        1529 |               72
              4375 | 2022-12-02 10:05:20+00 |     1 |        1668 |               71
              4376 | 2020-12-04 10:05:20+00 |     1 |        1668 |               72
              4330 | 2020-12-02 07:01:17+00 |     1 |        1845 |               61
              4348 | 2021-11-30 15:32:49+00 |     1 |        1626 |               71
              4430 | 2021-05-25 10:47:06+00 |     1 |         458 |               71
              4431 | 2020-05-28 10:47:07+00 |     1 |         458 |               72
              4427 | 2020-09-04 18:34:51+00 |     1 |         191 |               61
              4455 | 2021-12-14 07:35:53+00 |     1 |        1448 |               71
              4456 | 2020-12-16 07:35:53+00 |     1 |        1448 |               72
              4462 | 2021-12-14 08:29:31+00 |     1 |        1718 |               71
              4463 | 2020-12-16 08:29:31+00 |     1 |        1718 |               72
              4469 | 2021-12-14 10:12:47+00 |     1 |        1736 |               71
              4470 | 2020-12-15 10:12:47+00 |     1 |        1736 |               72
              4476 | 2021-12-14 12:20:00+00 |     1 |        1740 |               71
              4477 | 2020-12-16 12:20:00+00 |     1 |        1740 |               72
              4490 | 2021-05-11 16:58:26+00 |     1 |         905 |               71
              4491 | 2020-05-14 16:58:26+00 |     1 |         905 |               72
              4484 | 2022-12-15 09:56:37+00 |     1 |        1844 |               71
              4485 | 2020-12-15 09:56:37+00 |     1 |        1844 |               72
              4550 | 2021-12-15 07:35:55+00 |     1 |        1873 |               71
              4551 | 2020-12-21 07:35:55+00 |     1 |        1873 |               72
              3485 | 2021-08-31 09:18:04+00 |     1 |        1341 |               71
              4578 | 2021-12-21 14:55:27+00 |     1 |        1338 |               71
              4579 | 2020-12-22 14:55:27+00 |     1 |        1338 |               72
              4613 | 2021-12-21 06:52:12+00 |     1 |        1703 |               71
              4614 | 2020-12-23 06:52:12+00 |     1 |        1703 |               72
              4532 | 2021-12-16 10:06:03+00 |     1 |        1629 |               71
              4533 | 2020-12-18 10:06:03+00 |     1 |        1629 |               72
              4604 | 2022-03-09 11:41:10+00 |     1 |         817 |               71
              4605 | 2020-03-09 11:41:10+00 |     1 |         817 |               72
              4538 | 2021-12-16 10:13:19+00 |     1 |        1681 |               71
              4539 | 2020-12-18 10:13:19+00 |     1 |        1681 |               72
              4523 | 2021-12-16 09:58:21+00 |     1 |        1210 |               71
              4524 | 2020-12-18 09:58:21+00 |     1 |        1210 |               72
              4535 | 2021-12-16 10:08:51+00 |     1 |        1749 |               71
              4536 | 2020-12-18 10:08:51+00 |     1 |        1749 |               72
              4529 | 2021-12-16 10:24:37+00 |     1 |        1644 |               71
              4530 | 2020-12-18 10:24:37+00 |     1 |        1644 |               72
              4583 | 2021-12-21 16:29:10+00 |     1 |        1565 |               71
              4584 | 2020-12-23 16:29:10+00 |     1 |        1565 |               72
              4599 | 2021-06-29 13:51:53+00 |     1 |        1161 |               71
              4600 | 2020-07-03 13:51:53+00 |     1 |        1161 |               72
              4526 | 2022-12-16 10:20:56+00 |     1 |        1719 |               71
              4527 | 2020-12-18 10:20:56+00 |     1 |        1719 |               72
              4630 | 2022-01-05 14:54:03+00 |     1 |        1645 |               71
              4631 | 2021-01-08 14:54:03+00 |     1 |        1645 |               72
              4672 | 2022-01-13 12:45:19+00 |     1 |        1658 |               71
              4673 | 2021-01-15 12:45:19+00 |     1 |        1658 |               72
              4675 | 2022-01-13 12:47:32+00 |     1 |        1754 |               71
              4676 | 2021-01-15 12:47:32+00 |     1 |        1754 |               72
              4678 | 2022-01-13 12:48:54+00 |     1 |        1811 |               71
              4679 | 2021-01-15 12:48:54+00 |     1 |        1811 |               72
              4684 | 2022-01-13 12:52:31+00 |     1 |        1785 |               71
              4685 | 2021-01-15 12:52:31+00 |     1 |        1785 |               72
              4702 | 2022-01-18 06:30:10+00 |     1 |        1855 |               71
              4703 | 2021-01-22 06:30:10+00 |     1 |        1855 |               72
              4709 | 2022-01-19 15:14:17+00 |     1 |        1679 |               71
              4710 | 2021-01-19 15:14:17+00 |     1 |        1679 |               72
              4735 | 2022-01-19 09:53:33+00 |     1 |        1894 |               71
              4736 | 2021-01-25 09:53:33+00 |     1 |        1894 |               72
              3946 | 2020-10-14 08:16:24+00 |     1 |        1186 |               72
              4681 | 2023-01-13 13:20:18+00 |     1 |        1810 |               71
              4682 | 2021-01-15 13:20:18+00 |     1 |        1810 |               72
              4761 | 2022-01-20 10:31:00+00 |     1 |        1635 |               71
              4762 | 2021-01-29 10:31:00+00 |     1 |        1635 |               72
              4844 | 2022-02-03 09:57:38+00 |     1 |        1882 |               71
              4845 | 2021-02-05 09:57:38+00 |     1 |        1882 |               72
              4850 | 2022-02-03 10:05:12+00 |     1 |        1879 |               71
              4851 | 2021-02-05 10:05:12+00 |     1 |        1879 |               72
              4813 | 2022-02-01 15:47:45+00 |     1 |        1742 |               71
              4814 | 2021-02-03 15:47:45+00 |     1 |        1742 |               72
              4841 | 2023-02-03 07:29:27+00 |     1 |        1649 |               71
              4842 | 2021-02-05 07:29:27+00 |     1 |        1649 |               72
              4838 | 2023-02-03 07:00:44+00 |     1 |        1305 |               71
              4839 | 2021-02-05 07:00:44+00 |     1 |        1305 |               72
              4835 | 2023-02-03 12:29:44+00 |     1 |        1852 |               71
              4836 | 2021-02-05 12:29:44+00 |     1 |        1852 |               72
              4847 | 2023-02-03 07:36:37+00 |     1 |        1735 |               71
              4848 | 2021-02-05 07:36:37+00 |     1 |        1735 |               72
              4908 | 2023-02-11 13:58:32+00 |     1 |        1901 |               71
              4909 | 2021-02-11 13:58:32+00 |     1 |        1901 |               72
              4939 | 2023-03-02 13:16:35+00 |     1 |         956 |               71
              4809 | 2023-02-01 07:04:45+00 |     1 |        1706 |               71
              4810 | 2021-02-03 07:04:45+00 |     1 |        1706 |               72
              4819 | 2021-02-04 07:26:00+00 |     1 |        1794 |               72
              4975 | 2023-02-17 10:23:19+00 |     1 |        2036 |               71
              4976 | 2021-02-22 10:23:19+00 |     1 |        2036 |               72
              4979 | 2023-01-20 10:34:51+00 |     1 |        1657 |               71
              4980 | 2021-02-20 10:34:51+00 |     1 |        1657 |               72
              5032 | 2023-02-22 13:31:01+00 |     1 |        1555 |               71
              5033 | 2021-02-25 13:31:01+00 |     1 |        1555 |               72
              5035 | 2023-02-22 13:32:24+00 |     1 |          52 |               71
              5036 | 2021-02-25 13:32:24+00 |     1 |          52 |               72
              5054 | 2023-02-17 09:59:45+00 |     1 |        1768 |               71
              5055 | 2021-02-26 09:59:45+00 |     1 |        1768 |               72
              5060 | 2023-02-24 10:30:02+00 |     1 |        1910 |               71
              5061 | 2021-02-26 10:30:02+00 |     1 |        1910 |               72
              5119 | 2023-02-22 12:47:30+00 |     1 |        1788 |               71
              5120 | 2021-03-02 12:47:30+00 |     1 |        1788 |               72
              5057 | 2023-02-24 07:54:49+00 |     1 |        1866 |               71
              5058 | 2021-02-26 07:54:49+00 |     1 |        1866 |               72
              5063 | 2023-02-24 10:21:57+00 |     1 |        1992 |               71
              5066 | 2023-02-24 14:14:16+00 |     1 |        1948 |               71
              5067 | 2021-02-26 14:14:16+00 |     1 |        1948 |               72
              5090 | 2023-02-23 07:11:27+00 |     1 |         816 |               71
              5091 | 2021-03-01 07:11:27+00 |     1 |         816 |               72
              5050 | 2023-02-24 12:15:14+00 |     1 |        1839 |               71
              5051 | 2021-02-26 12:15:14+00 |     1 |        1839 |               72
              5315 | 2023-03-08 16:12:40+00 |     1 |        1896 |               71
              5237 | 2023-03-09 10:33:07+00 |     1 |        1686 |               71
              5238 | 2021-03-12 10:33:07+00 |     1 |        1686 |               72
              5252 | 2023-03-08 08:34:02+00 |     1 |        1836 |               71
              5253 | 2021-03-12 08:34:02+00 |     1 |        1836 |               72
              5316 | 2021-03-18 16:12:40+00 |     1 |        1896 |               72
              5297 | 2023-03-17 12:25:42+00 |     1 |        1974 |               71
              5298 | 2021-03-18 12:25:42+00 |     1 |        1974 |               72
              5303 | 2023-03-17 12:29:10+00 |     1 |        1950 |               71
              5304 | 2021-03-18 12:29:10+00 |     1 |        1950 |               72
              5306 | 2023-03-17 12:31:58+00 |     1 |        1138 |               71
              5307 | 2021-03-18 12:31:58+00 |     1 |        1138 |               72
              5323 | 2023-03-16 07:12:27+00 |     1 |        1543 |               71
              5324 | 2021-03-23 07:12:27+00 |     1 |        1543 |               72
              5300 | 2023-03-17 12:02:22+00 |     1 |        2064 |               71
              5301 | 2021-03-18 12:02:22+00 |     1 |        2064 |               72
              5309 | 2023-03-17 07:46:38+00 |     1 |        1906 |               71
              5310 | 2021-03-18 07:46:38+00 |     1 |        1906 |               72
              5376 | 2023-03-29 13:39:23+00 |     1 |        1061 |               71
              5377 | 2021-03-31 13:39:23+00 |     1 |        1061 |               72
              5393 | 2023-03-29 12:27:22+00 |     1 |        1828 |               71
              5394 | 2021-03-31 12:27:22+00 |     1 |        1828 |               72
              5390 | 2023-03-29 11:49:08+00 |     1 |        1841 |               71
              5391 | 2021-03-31 11:49:08+00 |     1 |        1841 |               72
              5362 | 2023-03-08 11:21:33+00 |     1 |        1829 |               71
              5363 | 2021-03-26 11:21:33+00 |     1 |        1829 |               72
              5397 | 2023-03-29 12:46:20+00 |     1 |        1880 |               71
              5398 | 2021-03-31 12:46:20+00 |     1 |        1880 |               72
              5408 | 2023-03-30 15:05:35+00 |     1 |        1710 |               71
              5409 | 2021-04-01 15:05:35+00 |     1 |        1710 |               72
              5424 | 2023-04-02 06:15:20+00 |     1 |        1889 |               71
              5478 | 2023-03-30 09:31:01+00 |     1 |        2166 |               71
              5490 | 2023-04-07 06:37:55+00 |     1 |        1833 |               71
              5491 | 2021-04-09 06:37:55+00 |     1 |        1833 |               72
              5493 | 2023-04-07 06:39:46+00 |     1 |        2093 |               71
              5494 | 2021-04-09 06:39:46+00 |     1 |        2093 |               72
              5496 | 2023-04-07 06:41:28+00 |     1 |        2018 |               71
              5497 | 2021-04-09 06:41:28+00 |     1 |        2018 |               72
              5534 | 2021-04-02 06:15:20+00 |     1 |        1889 |               72
              5605 | 2023-04-19 15:01:00+00 |     1 |        1876 |               71
              5538 | 2023-03-30 12:35:07+00 |     1 |        1887 |               71
              5539 | 2021-04-02 12:35:07+00 |     1 |        1887 |               72
              5593 | 2023-04-20 07:46:23+00 |     1 |        2219 |               71
              5621 | 2023-04-19 14:21:00+00 |     1 |        2024 |               71
              5637 | 2021-04-22 14:21:00+00 |     1 |        2024 |               72
              5584 | 2023-04-19 06:11:41+00 |     1 |        2068 |               71
              5585 | 2021-04-21 06:11:41+00 |     1 |        2068 |               72
              5588 | 2023-04-19 07:11:38+00 |     1 |        2106 |               71
              5589 | 2021-04-21 07:11:38+00 |     1 |        2106 |               72
              5601 | 2023-04-19 11:55:40+00 |     1 |        1842 |               71
              5602 | 2021-04-20 11:55:40+00 |     1 |        1842 |               72
              5633 | 2021-04-22 13:06:28+00 |     1 |        2017 |               72
              5623 | 2023-04-19 08:53:18+00 |     1 |        2022 |               71
              5640 | 2021-04-23 08:53:18+00 |     1 |        2022 |               72
              5619 | 2023-04-19 10:37:48+00 |     1 |        1165 |               71
              5644 | 2021-04-23 10:37:48+00 |     1 |        1165 |               72
              5612 | 2023-04-19 11:58:22+00 |     1 |        1616 |               71
              5656 | 2021-04-26 11:58:22+00 |     1 |        1616 |               72
              5722 | 2023-04-28 09:00:19+00 |     1 |        1777 |               71
              5723 | 2021-04-30 09:00:19+00 |     1 |        1777 |               72
              5625 | 2023-04-19 13:06:28+00 |     1 |        2017 |               71
              5725 | 2023-04-28 09:18:50+00 |     1 |        2203 |               71
              5726 | 2021-04-30 09:18:50+00 |     1 |        2203 |               72
              5728 | 2023-04-28 09:10:57+00 |     1 |        1964 |               71
              5729 | 2021-04-30 09:10:57+00 |     1 |        1964 |               72
              5731 | 2023-04-28 09:12:40+00 |     1 |        2158 |               71
              5732 | 2021-04-30 09:12:40+00 |     1 |        2158 |               72
              5734 | 2023-04-28 09:14:09+00 |     1 |        1521 |               71
              5735 | 2021-04-30 09:14:09+00 |     1 |        1521 |               72
              5737 | 2023-04-28 09:15:48+00 |     1 |        1746 |               71
              5738 | 2021-04-30 09:15:48+00 |     1 |        1746 |               72
              1258 | 2021-08-21 12:49:54+00 |     1 |         305 |               71
              5786 | 2023-04-06 06:01:25+00 |     1 |        1848 |               71
              5787 | 2021-05-03 06:01:25+00 |     1 |        1848 |               72
              5809 | 2023-02-01 07:26:00+00 |     1 |        1794 |               71
              5812 | 2022-08-12 06:28:24+00 |     1 |        1382 |               71
              5813 | 2020-08-21 06:28:24+00 |     1 |        1382 |               72
              5848 | 2021-05-14 08:16:24+00 |     1 |        1186 |               61
              5852 | 2023-05-05 09:06:23+00 |     1 |        1897 |               71
              5853 | 2021-05-15 09:06:23+00 |     1 |        1897 |               72
              5779 | 2023-05-05 11:27:22+00 |     1 |        2265 |               71
              5780 | 2021-05-05 11:27:22+00 |     1 |        2265 |               72
              5893 | 2021-05-19 09:03:54+00 |     1 |        2173 |               61
              5896 | 2023-05-17 13:58:37+00 |     1 |        2230 |               71
              5897 | 2021-05-19 13:58:37+00 |     1 |        2230 |               72
              5962 | 2023-05-18 06:39:42+00 |     1 |        2324 |               71
              5890 | 2023-04-22 09:03:54+00 |     1 |        2173 |               71
              5891 | 2021-05-18 09:03:54+00 |     1 |        2173 |               72
              5922 | 2023-05-17 09:29:14+00 |     1 |        1480 |               71
              5923 | 2021-05-20 09:29:14+00 |     1 |        1480 |               72
              5928 | 2023-05-17 12:43:35+00 |     1 |        2103 |               71
              5929 | 2021-05-20 12:43:35+00 |     1 |        2103 |               72
              5953 | 2023-05-17 14:02:47+00 |     1 |        1979 |               71
              5954 | 2021-05-21 14:02:47+00 |     1 |        1979 |               72
              5979 | 2023-05-11 08:30:05+00 |     1 |        2177 |               71
              5980 | 2021-05-21 08:30:05+00 |     1 |        2177 |               72
              5982 | 2023-05-17 09:16:23+00 |     1 |        1959 |               71
              5983 | 2021-05-21 09:16:23+00 |     1 |        1959 |               72
              5932 | 2023-05-17 12:57:46+00 |     1 |        1982 |               71
              5933 | 2021-05-20 12:57:46+00 |     1 |        1982 |               72
              5937 | 2023-05-19 13:28:10+00 |     1 |        2086 |               71
              5938 | 2021-05-21 13:28:10+00 |     1 |        2086 |               72
              5944 | 2023-05-19 13:51:43+00 |     1 |        2195 |               71
              5945 | 2021-05-21 13:51:43+00 |     1 |        2195 |               72
              5950 | 2023-05-19 13:54:45+00 |     1 |        2059 |               71
              5951 | 2021-05-21 13:54:45+00 |     1 |        2059 |               72
              5064 | 2021-02-26 10:21:57+00 |     1 |        1992 |               72
              5970 | 2023-05-05 08:15:51+00 |     1 |        2066 |               71
              5971 | 2021-05-21 08:15:51+00 |     1 |        2066 |               72
              5975 | 2023-03-09 09:25:41+00 |     1 |        1907 |               71
              5976 | 2021-05-21 08:25:41+00 |     1 |        1907 |               72
              5947 | 2023-05-19 05:40:44+00 |     1 |        1995 |               71
              5948 | 2021-05-21 05:40:44+00 |     1 |        1995 |               72
              5966 | 2023-05-17 10:12:07+00 |     1 |        2092 |               71
